"first_img"	"inquisition_img"	"doc_date"	"parish"	"the_deceased"	"given"	"surname"	"gender"	"verdict"	"cause_of_death"	"deceased_additional_info"	"has_depositions"	"lonlives_url"	"lonlives_document_ref"	"source"
"WACWIC652150036"	"WACWIC652150037"	"1775-01-21"	"St Anne Soho"	"Hannah Oldroyde"	"Hannah"	"Oldroyde"	"f"	"suicide (insane)"	"poisoned herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150036"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150045"	"WACWIC652150046"	"1775-01-27"	"St George Hanover Square"	"Thomas Barnes"	"Thomas"	"Barnes"	"m"	"suicide (insane)"	"drowned himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150045"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150053"	"WACWIC652150054"	"1775-02-02"	"St Margaret"	"Robert Blackely"	"Robert"	"Blackely"	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150053"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150061"	"WACWIC652150062"	"1775-02-15"	"St George Hanover Square"	"Jonathan Haleston"	"Jonathan"	"Haleston"	"m"	"homicide"	"beaten with hands/fists"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652150061"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150069"	"WACWIC652150070"	"1775-03-07"	"St George Hanover Square"	"Nicholas Burnholt"	"Nicholas"	"Burnholt"	"m"	"suicide (insane)"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150069"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150078"	"WACWIC652150079"	"1775-03-08"	"St Margaret"	"Dorothy Boots"	"Dorothy"	"Boots"	"f"	"homicide"	"stabbed in the right breast"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652150078"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150085"	"WACWIC652150086"	"1775-03-20"	"St George Hanover Square"	"Unnamed woman"	""	""	"f"	"undetermined"	"found dead"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150085"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150094"	"WACWIC652150095"	"1775-04-07"	"St Martin in the Fields"	"James Bastin"	"James"	"Bastin"	"m"	"accidental"	"run over by a cart"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150094"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150102"	"WACWIC652150103"	"1775-04-08"	"St George Hanover Square"	"Thomas Heath"	"Thomas"	"Heath"	"m"	"suicide (insane)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150102"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150111"	"WACWIC652150112"	"1775-04-10"	"St Paul Covent Garden"	"John Hennings"	"John"	"Hennings"	"m"	"suicide (insane)"	"poisoned himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150111"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150121"	"WACWIC652150122"	"1775-04-13"	"St George Hanover Square"	"Elizabeth West"	"Elizabeth"	"West"	"f"	"suicide (insane)"	"drowned herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150121"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150130"	"WACWIC652150131"	"1774-04-12"	"St Anne Soho"	"Mary McCarnock"	"Mary"	"McCarnock"	"f"	"accidental"	"fell down in the street and was run over by a coach"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150130"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150146"	"WACWIC652150147"	"1775-04-26"	"St Clement Danes"	"Thomas Figes"	"Thomas"	"Figes"	"m"	"suicide (insane)"	"took an overdowe of opium"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150146"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150155"	"WACWIC652150156"	"1775-05-19"	"St Margaret"	"Malcher George"	"Malcher"	"George"	"m"	"accidental"	"fell down and was run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150155"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150164"	"WACWIC652150165"	"1775-05-26"	"St John the Evangelist"	"John Christopher Wimp"	"John Christopher"	"Wimp"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150164"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150173"	"WACWIC652150174"	"1775-05-27"	"St George Hanover Square"	"John Iles"	"John"	"Iles"	"m"	"accidental"	"fell off the top of a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150173"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150181"	"WACWIC652150182"	"1775-06-02"	"St George Hanover Square"	"Joseph Carter"	"Joseph"	"Carter"	"m"	"accidental"	"fell out of a window"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150181"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150189"	"WACWIC652150190"	"1775-06-26"	"St James"	"Mary Ann Willis"	"Mary Ann"	"Willis"	"f"	"accidental"	"run over by a coach"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150189"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150197"	"WACWIC652090198"	"1775-06-28"	"St George Hanover Square"	"James Fortescue"	"James"	"Fortescue"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150197"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150208"	"WACWIC652150209"	"1775-07-14"	"St George Hanover Square"	"William Blakshaw"	"William"	"Blakshaw"	"m"	"accidental"	"blow from a bar"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150208"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150220"	"WACWIC652150221"	"1775-07-19"	"St John the Evangelist"	"John Parrock"	"John"	"Parrock"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150220"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150231"	"WACWIC652150232"	"1775-07-20"	"St Margaret"	"Sarah North"	"Sarah"	"North"	"f"	"natural causes"	"a fit"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150231"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150242"	"WACWIC652150243"	"1775-07-24"	"St George Hanover Square"	"Joshua Ball"	"Joshua"	"Ball"	"m"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150242"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150254"	"WACWIC652150255"	"1775-07-24"	"St Anne Soho"	"Alexander Steward"	"Alexander"	"Steward"	"m"	"suicide (insane)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150254"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150266"	"WACWIC652150267"	"1775-08-02"	"St Margaret"	"Rachael Walkins"	"Rachael"	"Walkins"	"f"	"accidental"	"fell down stairs"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150266"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150276"	"WACWIC652150277"	"1775-08-03"	"St Margaret"	"William Dederick Lantware"	"William Dederick"	"Lantware"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150276"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150287"	"WACWIC652150288"	"1775-08-23"	"St Martin in the Fields"	"Mary Summers"	"Mary"	"Summers"	"f"	"natural causes"	""	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150287"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150297"	"WACWIC652150298"	"1775-09-01"	"St George Hanover Square"	"Samuel Humphreys"	"Samuel"	"Humphreys"	"m"	"natural causes"	"died suddenly"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150297"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150306"	"WACWIC652150307"	"1775-09-04"	"St James"	"Darby Ragan"	"Darby"	"Ragan"	"m"	"accidental"	"fell off the top of a brick wall"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150306"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150315"	"WACWIC652150316"	"1775-09-08"	"St John the Evangelist"	"John Crowe"	"John"	"Crowe"	"m"	"accidental"	"fell from a dray and was run over"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150315"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150324"	"WACWIC652150325"	"1775-09-18"	"St Clement Danes"	"Francis Allaway"	"Francis"	"Allaway"	"m"	"accidental"	"strangulation"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150324"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150333"	"WACWIC652150334"	"1775-10-18"	"St George Hanover Square"	"Edward Jones"	"Edward"	"Jones"	"m"	"accidental"	"fell off a scaffold"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150333"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150343"	"WACWIC652150344"	"1775-10-31"	"St George Hanover Square"	"Robert Wood"	"Robert"	"Wood"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150343"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150352"	"WACWIC652150353"	"1775-11-01"	"St Martin in the Fields"	"William Rootes"	"William"	"Rootes"	"m"	"suicide (delirious)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150352"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150361"	"WACWIC652150362"	"1775-11-10"	"St George Hanover Square"	"John Scott"	"John"	"Scott"	"m"	"suicide (insane)"	"cut his wrist"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150361"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150370"	"WACWIC652150371"	"1775-11-17"	"St George Hanover Square"	"John Burnage"	"John"	"Burnage"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150370"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150378"	"WACWIC652150379"	"1775-12-11"	"St Martin in the Fields"	"Charles Collyer"	"Charles"	"Collyer"	"m"	"accidental"	"suffocated while in mother's arms"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150378"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150386"	"WACWIC652150387"	"1775-12-19"	"St George Hanover Square"	"Unnamed female child"	""	""	"f"	"homicide"	"strangled"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150386"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150395"	"WACWIC652150396"	"1775-12-21"	"St Anne Soho"	"James Manwaring"	"James"	"Manwaring"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150395"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150404"	"WACWIC652150405"	"1775-12-22"	"St John the Evangelist"	"Unnamed female child"	""	""	"f"	"homicide"	"strangled"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652150404"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150413"	"WACWIC652150414"	"1775-12-23"	"St George Hanover Square"	"Archibald Hannam"	"Archibald"	"Hannam"	"m"	"accidental"	"fell from a scaffold"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652150413"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652150415"	"WACWIC652150416"	"1775-12-28"	"St Martin in the Fields"	"Catherine Bull"	"Catherine"	"Bull"	"f"	"homicide"	"beaten with hands/fists"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652150415"	"WACWIC65215"	"Westminster Coroners' Inquests, 1775, Westminster Abbey Muniment Room"
"WACWIC652160002"	"WACWIC652160003"	"1776-01-11"	"St Martin in the Fields"	"John Rowlet"	"John"	"Rowlet"	"m"	"accidental"	"drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160002"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160010"	"WACWIC652160011"	"1776-01-17"	"St Anne Soho"	"Jane Penton"	"Jane"	"Penton"	"f"	"accidental"	"fell down and was run over by a carriage"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160010"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160019"	"WACWIC652160020"	"1776-01-23"	"St Margaret"	"Daniel Bradleya"	"Daniel"	"Bradleya"	"m"	"natural causes"	"a fever"	"prisoner, Tothill Fields Bridewell"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160019"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160027"	"WACWIC652160028"	"1776-01-24"	"St Martin in the Fields"	"Judith Baldwin"	"Judith"	"Baldwin"	"f"	"suicide (insane)"	"hanged herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160027"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160036"	"WACWIC652160037"	"1776-01-30"	"St Martin in the Fields"	"Robert Mouldes"	"Robert"	"Mouldes"	"m"	"accidental"	"fell against a table injury to the groin of which he later died"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160036"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160046"	"WACWIC652160047"	"1776-01-31"	"St Margaret"	"William Stubbs"	"William"	"Stubbs"	"m"	"accidental"	"run over by a cart"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160046"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160055"	"WACWIC652160056"	"1776-01-31"	"St Margaret"	"John Hurstin"	"John"	"Hurstin"	"m"	"suicide (insane)"	"cut his throat"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160055"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160063"	"WACWIC652160064"	"1776-02-16"	"St George Hanover Square"	"Ann Waite"	"Ann"	"Waite"	"f"	"accidental"	"fell off the top of a house"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160063"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160070"	"WACWIC652160071"	"1776-02-27"	"St George Hanover Square"	"Henry Charter"	"Henry"	"Charter"	"m"	"undetermined"	"found drowned"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160070"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160078"	"WACWIC652160079"	"1776-03-21"	"St George Hanover Square"	"John Smith"	"John"	"Smith"	"m"	"accidental"	"fell from a horse"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160078"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160087"	"WACWIC652160088"	"1776-03-23"	"St Martin in the Fields"	"Thomas Grimsley"	"Thomas"	"Grimsley"	"m"	"homicide"	"beaten with an axe"	""	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652160087"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160097"	"WACWIC652160098"	"1776-03-25"	"St Margaret"	"John Francis"	"John"	"Francis"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160097"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160106"	"WACWIC652160107"	"1776-03-27"	"St Martin in the Fields"	"Abraham Beters"	"Abraham"	"Beters"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160106"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160115"	"WACWIC652160116"	"1776-03-28"	"St James"	"Joseph Rock"	"Joseph"	"Rock"	"m"	"accidental"	"fell out of a window"	"child"	""	"https://www.londonlives.org/browse.jsp?div=WACWIC652160115"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160121"	"WACWIC652160122"	"1776-04-01"	"St George Hanover Square"	"Emery Puttock"	"Emery"	"Puttock"	"m"	"suicide (insane)"	"shot himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160121"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160130"	"WACWIC652160131"	"1776-04-26"	"St George Hanover Square"	"Richard Wade"	"Richard"	"Wade"	"m"	"suicide (insane)"	"hanged himself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160130"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160139"	"WACWIC652160140"	"1776-04-10"	"St Martin in the Fields"	"Francis Williams"	"Francis"	"Williams"	"m"	"accidental"	"struck by bar of a crane"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160139"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160147"	"WACWIC652160148"	"1776-04-12"	"St Martin in the Fields"	"Samuel Weston"	"Samuel"	"Weston"	"m"	"accidental"	"fell off a wharf and was hit by a large stone"	"child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160147"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160154"	"WACWIC652160155"	"1776-04-18"	"St James"	"Paul Nash"	"Paul"	"Nash"	"m"	"accidental"	"fell off a ladder"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160154"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160162"	"WACWIC652160163"	"1776-04-24"	"St Martin in the Fields"	"Roger Martin"	"Roger"	"Martin"	"m"	"accidental"	"gunshot wound"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160162"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160171"	"WACWIC652160172"	"1776-04-25"	"St Clement Danes"	"Rose Davis"	"Rose"	"Davis"	"f"	"accidental"	"trying to get into her house during the night while drunk, got 'stuck fast between the cover of the cellar and the wooden plate' and choked"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160171"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160181"	"WACWIC652160182"	"1776-04-30"	"St George Hanover Square"	"Mary Roberts"	"Mary"	"Roberts"	"f"	"suicide (insane)"	"drowned herself"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160181"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160189"	"WACWIC652160190"	"1776-05-13"	"St George Hanover Square"	"John Bambridge"	"John"	"Bambridge"	"m"	"accidental"	"fell off a ladder"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160189"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160197"	"WACWIC652160198"	"1776-05-29"	"St Martin in the Fields"	"Jane Wild"	"Jane"	"Wild"	"f"	"accidental"	"fell down stairs"	""	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160197"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
"WACWIC652160206"	"WACWIC652160207"	"1776-05-31"	"St George Hanover Square"	"Unnamed female child"	""	""	"f"	"natural causes"	"found dead"	"new born child"	"y"	"https://www.londonlives.org/browse.jsp?div=WACWIC652160206"	"WACWIC65216"	"Westminster Coroners' Inquests, 1776, Westminster Abbey Muniment Room"
